330247.310833,4156753.599475
330247.291667,4156753.448951
330247.272500,4156753.298426
330247.253333,4156753.147901
330247.234167,4156752.997377
330247.215000,4156752.846852
330247.195833,4156752.696327
330247.176667,4156752.545802
330247.157500,4156752.395278
330247.138333,4156752.244753
330247.119167,4156752.094228
330247.100000,4156751.943704
330247.080833,4156751.793179
330247.061667,4156751.642654
330247.042500,4156751.492130
330247.023333,4156751.341605
330247.004167,4156751.191080
330246.985000,4156751.040556
330246.965833,4156750.890031
330246.946667,4156750.739506
330246.927500,4156750.588981
330246.908333,4156750.438457
330246.889167,4156750.287932
330246.870000,4156750.137407
330246.850833,4156749.986883
330246.831667,4156749.836358
330246.812500,4156749.685833
330246.793333,4156749.535309
330246.774167,4156749.384784
330246.755000,4156749.234259
330246.735833,4156749.083735
330246.716667,4156748.933210
330246.697500,4156748.782685
330246.678333,4156748.632160
330246.659167,4156748.481636
330246.640000,4156748.331111
330246.620833,4156748.180586
330246.601667,4156748.030062
330246.582500,4156747.879537
330246.563333,4156747.729012
330246.544167,4156747.578488
330246.525000,4156747.427963
330246.505833,4156747.277438
330246.486667,4156747.126914
330246.467500,4156746.976389
330246.448333,4156746.825864
330246.429167,4156746.675340
330246.410000,4156746.524815
330246.390833,4156746.374290
330246.371667,4156746.223765
330246.352500,4156746.073241
330246.333333,4156745.922716
330246.314167,4156745.772191
330246.295000,4156745.621667
330246.275833,4156745.471142
330246.256667,4156745.320617
330246.237500,4156745.170093
330246.218333,4156745.019568
330246.199167,4156744.869043
330246.180000,4156744.718519
330246.160833,4156744.567994
330246.141667,4156744.417469
330246.122500,4156744.266944
330246.103333,4156744.116420
330246.084167,4156743.965895
330246.065000,4156743.815370
330246.045833,4156743.664846
330246.026667,4156743.514321
330246.007500,4156743.363796
330245.988333,4156743.213272
330245.969167,4156743.062747
330245.950000,4156742.912222
330245.930833,4156742.761698
330245.911667,4156742.611173
330245.892500,4156742.460648
330245.873333,4156742.310123
330245.854167,4156742.159599
330245.835000,4156742.009074
330245.815833,4156741.858549
330245.796667,4156741.708025
330245.777500,4156741.557500
330245.758333,4156741.406975
330245.739167,4156741.256451
330245.720000,4156741.105926
330245.700833,4156740.955401
330245.681667,4156740.804877
330245.662500,4156740.654352
330245.643333,4156740.503827
330245.624167,4156740.353302
330245.605000,4156740.202778
330245.585833,4156740.052253
330245.566667,4156739.901728
330245.547500,4156739.751204
330245.528333,4156739.600679
330245.509167,4156739.450154
330245.490000,4156739.299630
330245.470833,4156739.149105
330245.451667,4156738.998580
330245.432500,4156738.848056
330245.413333,4156738.697531
330245.394167,4156738.547006
330245.375000,4156738.396481
330245.355833,4156738.245957
330245.336667,4156738.095432
330245.317500,4156737.944907
330245.298333,4156737.794383
330245.279167,4156737.643858
330245.260000,4156737.493333
330245.240833,4156737.342809
330245.221667,4156737.192284
330245.202500,4156737.041759
330245.183333,4156736.891235
330245.164167,4156736.740710
330245.145000,4156736.590185
330245.125833,4156736.439660
330245.106667,4156736.289136
330245.087500,4156736.138611
330245.068333,4156735.988086
330245.049167,4156735.837562
330245.030000,4156735.687037
330245.010833,4156735.536512
330244.991667,4156735.385988
330244.972500,4156735.235463
330244.953333,4156735.084938
330244.934167,4156734.934414
330244.915000,4156734.783889
330244.895833,4156734.633364
330244.876667,4156734.482840
330244.857500,4156734.332315
330244.838333,4156734.181790
330244.819167,4156734.031265
330244.800000,4156733.880741
330244.780833,4156733.730216
330244.761667,4156733.579691
330244.742500,4156733.429167
330244.723333,4156733.278642
330244.704167,4156733.128117
330244.685000,4156732.977593
330244.665833,4156732.827068
330244.646667,4156732.676543
330244.627500,4156732.526019
330244.608333,4156732.375494
330244.589167,4156732.224969
330244.570000,4156732.074444
330244.550833,4156731.923920
330244.531667,4156731.773395
330244.512500,4156731.622870
330244.493333,4156731.472346
330244.474167,4156731.321821
330244.455000,4156731.171296
330244.435833,4156731.020772
330244.416667,4156730.870247
330244.397500,4156730.719722
330244.378333,4156730.569198
330244.359167,4156730.418673
330244.340000,4156730.268148
330244.320833,4156730.117623
330244.301667,4156729.967099
330244.282500,4156729.816574
330244.263333,4156729.666049
330244.244167,4156729.515525
330244.225000,4156729.365000
330244.205833,4156729.214475
330244.186667,4156729.063951
330244.167500,4156728.913426
330244.148333,4156728.762901
330244.129167,4156728.612377
330244.110000,4156728.461852
330244.090833,4156728.311327
330244.071667,4156728.160802
330244.052500,4156728.010278
330244.033333,4156727.859753
330244.014167,4156727.709228
330243.995000,4156727.558704
330243.975833,4156727.408179
330243.956667,4156727.257654
330243.937500,4156727.107130
330243.918333,4156726.956605
330243.899167,4156726.806080
330243.880000,4156726.655556
330243.860833,4156726.505031
330243.841667,4156726.354506
330243.822500,4156726.203981
330243.803333,4156726.053457
330243.784167,4156725.902932
330243.765000,4156725.752407
330243.745833,4156725.601883
330243.726667,4156725.451358
330243.707500,4156725.300833
330243.688333,4156725.150309
330243.669167,4156724.999784
330243.650000,4156724.849259
330243.630833,4156724.698735
330243.611667,4156724.548210
330243.592500,4156724.397685
330243.573333,4156724.247160
330243.554167,4156724.096636
330243.535000,4156723.946111
330243.515833,4156723.795586
330243.496667,4156723.645062
330243.477500,4156723.494537
330243.458333,4156723.344012
330243.439167,4156723.193488
330243.420000,4156723.042963
330243.400833,4156722.892438
330243.381667,4156722.741914
330243.362500,4156722.591389
330243.343333,4156722.440864
330243.324167,4156722.290340
330243.305000,4156722.139815
330243.285833,4156721.989290
330243.266667,4156721.838765
330243.247500,4156721.688241
330243.228333,4156721.537716
330243.209167,4156721.387191
330243.190000,4156721.236667
330243.170833,4156721.086142
330243.151667,4156720.935617
330243.132500,4156720.785093
330243.113333,4156720.634568
330243.094167,4156720.484043
330243.075000,4156720.333519
330243.055833,4156720.182994
330243.036667,4156720.032469
330243.017500,4156719.881944
330242.998333,4156719.731420
330242.979167,4156719.580895
