330242.960000,4156719.430370
330242.940833,4156719.279846
330242.921667,4156719.129321
330242.902500,4156718.978796
330242.883333,4156718.828272
330242.864167,4156718.677747
330242.845000,4156718.527222
330242.825833,4156718.376698
330242.806667,4156718.226173
330242.787500,4156718.075648
330242.768333,4156717.925123
330242.749167,4156717.774599
330242.730000,4156717.624074
330242.710833,4156717.473549
330242.691667,4156717.323025
330242.672500,4156717.172500
330242.653333,4156717.021975
330242.634167,4156716.871451
330242.615000,4156716.720926
330242.595833,4156716.570401
330242.576667,4156716.419877
330242.557500,4156716.269352
330242.538333,4156716.118827
330242.519167,4156715.968302
330242.500000,4156715.817778
330242.480833,4156715.667253
330242.461667,4156715.516728
330242.442500,4156715.366204
330242.423333,4156715.215679
330242.404167,4156715.065154
330242.385000,4156714.914630
330242.365833,4156714.764105
330242.346667,4156714.613580
330242.327500,4156714.463056
330242.308333,4156714.312531
330242.289167,4156714.162006
330242.270000,4156714.011481
330242.250833,4156713.860957
330242.231667,4156713.710432
330242.212500,4156713.559907
330242.193333,4156713.409383
330242.174167,4156713.258858
330242.155000,4156713.108333
330242.135833,4156712.957809
330242.116667,4156712.807284
330242.097500,4156712.656759
330242.078333,4156712.506235
330242.059167,4156712.355710
330242.040000,4156712.205185
330242.020833,4156712.054660
330242.001667,4156711.904136
330241.982500,4156711.753611
330241.963333,4156711.603086
330241.944167,4156711.452562
330241.925000,4156711.302037
330241.905833,4156711.151512
330241.886667,4156711.000988
330241.867500,4156710.850463
330241.848333,4156710.699938
330241.829167,4156710.549414
330241.810000,4156710.398889
330241.790833,4156710.248364
330241.771667,4156710.097840
330241.752500,4156709.947315
330241.733333,4156709.796790
330241.714167,4156709.646265
330241.695000,4156709.495741
330241.675833,4156709.345216
330241.656667,4156709.194691
330241.637500,4156709.044167
330241.618333,4156708.893642
330241.599167,4156708.743117
330241.580000,4156708.592593
330241.560833,4156708.442068
330241.541667,4156708.291543
330241.522500,4156708.141019
330241.503333,4156707.990494
330241.484167,4156707.839969
330241.465000,4156707.689444
330241.445833,4156707.538920
330241.426667,4156707.388395
330241.407500,4156707.237870
330241.388333,4156707.087346
330241.369167,4156706.936821
330241.350000,4156706.786296
330241.330833,4156706.635772
330241.311667,4156706.485247
330241.292500,4156706.334722
330241.273333,4156706.184198
330241.254167,4156706.033673
330241.235000,4156705.883148
330241.215833,4156705.732623
330241.196667,4156705.582099
330241.177500,4156705.431574
330241.158333,4156705.281049
330241.139167,4156705.130525
330241.120000,4156704.980000
330241.100833,4156704.829475
330241.081667,4156704.678951
330241.062500,4156704.528426
330241.043333,4156704.377901
330241.024167,4156704.227377
330241.005000,4156704.076852
330240.985833,4156703.926327
330240.966667,4156703.775802
330240.947500,4156703.625278
330240.928333,4156703.474753
330240.909167,4156703.324228
330240.890000,4156703.173704
330240.870833,4156703.023179
330240.851667,4156702.872654
330240.832500,4156702.722130
330240.813333,4156702.571605
330240.794167,4156702.421080
330240.775000,4156702.270556
330240.755833,4156702.120031
330240.736667,4156701.969506
330240.717500,4156701.818981
330240.698333,4156701.668457
330240.679167,4156701.517932
330240.660000,4156701.367407
330240.640833,4156701.216883
330240.621667,4156701.066358
330240.602500,4156700.915833
330240.583333,4156700.765309
330240.564167,4156700.614784
330240.545000,4156700.464259
330240.525833,4156700.313735
330240.506667,4156700.163210
330240.487500,4156700.012685
330240.468333,4156699.862160
330240.449167,4156699.711636
330240.430000,4156699.561111
330240.410833,4156699.410586
330240.391667,4156699.260062
330240.372500,4156699.109537
330240.353333,4156698.959012
330240.334167,4156698.808488
330240.315000,4156698.657963
330240.295833,4156698.507438
330240.276667,4156698.356914
330240.257500,4156698.206389
330240.238333,4156698.055864
330240.219167,4156697.905340
330240.200000,4156697.754815
330240.180833,4156697.604290
330240.161667,4156697.453765
330240.142500,4156697.303241
330240.123333,4156697.152716
330240.104167,4156697.002191
330240.085000,4156696.851667
330240.065833,4156696.701142
330240.046667,4156696.550617
330240.027500,4156696.400093
330240.008333,4156696.249568
330239.989167,4156696.099043
330239.970000,4156695.948519
330239.950833,4156695.797994
330239.931667,4156695.647469
330239.912500,4156695.496944
330239.893333,4156695.346420
330239.874167,4156695.195895
330239.855000,4156695.045370
330239.835833,4156694.894846
330239.816667,4156694.744321
330239.797500,4156694.593796
330239.778333,4156694.443272
330239.759167,4156694.292747
330239.740000,4156694.142222
330239.720833,4156693.991698
330239.701667,4156693.841173
330239.682500,4156693.690648
330239.663333,4156693.540123
330239.644167,4156693.389599
330239.625000,4156693.239074
330239.605833,4156693.088549
330239.586667,4156692.938025
330239.567500,4156692.787500
330239.548333,4156692.636975
330239.529167,4156692.486451
330239.510000,4156692.335926
330239.490833,4156692.185401
330239.471667,4156692.034877
330239.452500,4156691.884352
330239.433333,4156691.733827
330239.414167,4156691.583302
330239.395000,4156691.432778
330239.375833,4156691.282253
330239.356667,4156691.131728
330239.337500,4156690.981204
330239.318333,4156690.830679
330239.299167,4156690.680154
330239.280000,4156690.529630
330239.260833,4156690.379105
330239.241667,4156690.228580
330239.222500,4156690.078056
330239.203333,4156689.927531
330239.184167,4156689.777006
330239.165000,4156689.626481
330239.145833,4156689.475957
330239.126667,4156689.325432
330239.107500,4156689.174907
330239.088333,4156689.024383
330239.069167,4156688.873858
330239.050000,4156688.723333
330239.030833,4156688.572809
330239.011667,4156688.422284
330238.992500,4156688.271759
330238.973333,4156688.121235
330238.954167,4156687.970710
330238.935000,4156687.820185
330238.915833,4156687.669660
330238.896667,4156687.519136
330238.877500,4156687.368611
330238.858333,4156687.218086
330238.839167,4156687.067562
330238.820000,4156686.917037
330238.800833,4156686.766512
330238.781667,4156686.615988
330238.762500,4156686.465463
330238.743333,4156686.314938
330238.724167,4156686.164414
330238.705000,4156686.013889
330238.685833,4156685.863364
330238.666667,4156685.712840
330238.647500,4156685.562315
330238.628333,4156685.411790
330238.609167,4156685.261265
330238.590000,4156685.110741
330238.570833,4156684.960216
330238.551667,4156684.809691
330238.532500,4156684.659167
330238.513333,4156684.508642
330238.494167,4156684.358117
330238.475000,4156684.207593
330238.455833,4156684.057068
330238.436667,4156683.906543
330238.417500,4156683.756019
330238.398333,4156683.605494
330238.379167,4156683.454969
330238.360000,4156683.304444
330238.340833,4156683.153920
330238.321667,4156683.003395
330238.302500,4156682.852870
330238.283333,4156682.702346
330238.264167,4156682.551821
330238.245000,4156682.401296
330238.225833,4156682.250772
330238.206667,4156682.100247
330238.187500,4156681.949722
330238.168333,4156681.799198
330238.149167,4156681.648673
330238.130000,4156681.498148
330238.110833,4156681.347623
330238.091667,4156681.197099
330238.072500,4156681.046574
330238.053333,4156680.896049
330238.034167,4156680.745525
330238.015000,4156680.595000
330237.995833,4156680.444475
330237.976667,4156680.293951
330237.957500,4156680.143426
330237.938333,4156679.992901
330237.919167,4156679.842377
330237.900000,4156679.691852
330237.880833,4156679.541327
330237.861667,4156679.390802
330237.842500,4156679.240278
330237.823333,4156679.089753
330237.804167,4156678.939228
330237.785000,4156678.788704
330237.765833,4156678.638179
330237.746667,4156678.487654
330237.727500,4156678.337130
330237.708333,4156678.186605
330237.689167,4156678.036080
330237.670000,4156677.885556
330237.650833,4156677.735031
330237.631667,4156677.584506
330237.612500,4156677.433981
330237.593333,4156677.283457
330237.574167,4156677.132932
330237.555000,4156676.982407
330237.535833,4156676.831883
330237.516667,4156676.681358
330237.497500,4156676.530833
330237.478333,4156676.380309
330237.459167,4156676.229784
330237.440000,4156676.079259
330237.420833,4156675.928735
330237.401667,4156675.778210
330237.382500,4156675.627685
330237.363333,4156675.477160
330237.344167,4156675.326636
330237.325000,4156675.176111
330237.305833,4156675.025586
330237.286667,4156674.875062
330237.267500,4156674.724537
330237.248333,4156674.574012
330237.229167,4156674.423488
330237.210000,4156674.272963
330237.190833,4156674.122438
330237.171667,4156673.971914
330237.152500,4156673.821389
330237.133333,4156673.670864
330237.114167,4156673.520340
330237.095000,4156673.369815
330237.075833,4156673.219290
330237.056667,4156673.068765
330237.037500,4156672.918241
330237.018333,4156672.767716
330236.999167,4156672.617191
330236.980000,4156672.466667
330236.960833,4156672.316142
330236.941667,4156672.165617
330236.922500,4156672.015093
330236.903333,4156671.864568
330236.884167,4156671.714043
330236.865000,4156671.563519
330236.845833,4156671.412994
330236.826667,4156671.262469
330236.807500,4156671.111944
330236.788333,4156670.961420
330236.769167,4156670.810895
330236.750000,4156670.660370
330236.730833,4156670.509846
330236.711667,4156670.359321
330236.692500,4156670.208796
330236.673333,4156670.058272
330236.654167,4156669.907747
330236.635000,4156669.757222
330236.615833,4156669.606698
330236.596667,4156669.456173
330236.577500,4156669.305648
330236.558333,4156669.155123
330236.539167,4156669.004599
330236.520000,4156668.854074
330236.500833,4156668.703549
330236.481667,4156668.553025
330236.462500,4156668.402500
330236.443333,4156668.251975
330236.424167,4156668.101451
330236.405000,4156667.950926
330236.385833,4156667.800401
330236.366667,4156667.649877
330236.347500,4156667.499352
330236.328333,4156667.348827
330236.309167,4156667.198302
330236.290000,4156667.047778
330236.270833,4156666.897253
330236.251667,4156666.746728
330236.232500,4156666.596204
330236.213333,4156666.445679
330236.194167,4156666.295154
330236.175000,4156666.144630
330236.155833,4156665.994105
330236.136667,4156665.843580
330236.117500,4156665.693056
330236.098333,4156665.542531
330236.079167,4156665.392006
330236.060000,4156665.241481
330236.040833,4156665.090957
330236.021667,4156664.940432
330236.002500,4156664.789907
330235.983333,4156664.639383
330235.964167,4156664.488858
330235.945000,4156664.338333
330235.925833,4156664.187809
330235.906667,4156664.037284
330235.887500,4156663.886759
330235.868333,4156663.736235
330235.849167,4156663.585710
330235.830000,4156663.435185
330235.810833,4156663.284660
330235.791667,4156663.134136
330235.772500,4156662.983611
330235.753333,4156662.833086
330235.734167,4156662.682562
330235.715000,4156662.532037
330235.695833,4156662.381512
330235.676667,4156662.230988
330235.657500,4156662.080463
330235.638333,4156661.929938
330235.619167,4156661.779414
330235.600000,4156661.628889
330235.580833,4156661.478364
330235.561667,4156661.327840
330235.542500,4156661.177315
330235.523333,4156661.026790
330235.504167,4156660.876265
330235.485000,4156660.725741
330235.465833,4156660.575216
330235.446667,4156660.424691
330235.427500,4156660.274167
330235.408333,4156660.123642
330235.389167,4156659.973117
330235.370000,4156659.822593
330235.350833,4156659.672068
330235.331667,4156659.521543
330235.312500,4156659.371019
330235.293333,4156659.220494
330235.274167,4156659.069969
330235.255000,4156658.919444
330235.235833,4156658.768920
330235.216667,4156658.618395
330235.197500,4156658.467870
330235.178333,4156658.317346
330235.159167,4156658.166821
330235.140000,4156658.016296
330235.120833,4156657.865772
330235.101667,4156657.715247
330235.082500,4156657.564722
330235.063333,4156657.414198
330235.044167,4156657.263673
330235.025000,4156657.113148
330235.005833,4156656.962623
330234.986667,4156656.812099
330234.967500,4156656.661574
330234.948333,4156656.511049
330234.929167,4156656.360525
